Lab_Humidity,Temperature_Lab,Temperature_Fluid,Electrical_Conductivity,pH,Dissolved_Oxygen,Turbidity,Category
52.472407130841745,24.691803844716517,24.341020461667462,0.8996042924748642,8.419993243959881,264.6595874931276,64.17631226884521,2
87.04285838459498,26.048406209375365,23.322802405785083,1.1960961270151131,6.238047982394846,242.52761071161405,46.46995289988512,3
73.9196365086843,32.52730568443707,19.403847812571502,0.9752001367875998,6.886558777479545,622.9343655205648,96.48535396153014,1
65.91950905182219,23.780074563018168,30.181666752537197,0.39996309973415567,8.153122547431273,876.2814257449284,22.67886664743958,0
39.36111842654619,32.784044641806915,26.915604012715722,0.5226962841402665,7.428357378097919,551.9049162683068,59.19778518389513,0
39.35967122017216,19.498285326603757,36.64252480810009,0.563193820837103,8.454284154539575,236.0606581575136,70.32079148403204,2
33.48501673009197,31.20557343254672,15.802739512051456,0.6094371043738138,9.34483160489144,354.8530592542193,82.73088444519279,3
81.97056874649611,32.40830976193052,31.096698188878158,0.978484070340605,5.96618675086079,371.3550344910395,41.2901320123727,3
66.06690070459253,21.09090009823476,34.07372196278903,0.9047589357904722,8.338270865592243,436.499990395865,69.00526885809067,0
72.48435466776273,25.31589105032741,33.98716422970767,0.5437920460370507,6.421376622528458,230.52236851034883,31.016945667043995,3
31.23506965774815,20.813496169282146,37.15184917738813,0.38106581214682445,7.157906909630277,833.4248903485413,44.11213314382021,0
88.19459112971967,30.012270192901703,33.225843570737354,0.5057186453696617,5.631450903180559,560.8947613050467,89.66708598913652,3
79.94655844802531,27.100912057048163,38.195251541192405,1.481257575142324,6.043629529170795,669.6515550678764,95.04085332376448,3
42.74034664069657,28.80049689404146,23.316414995522287,0.8622563397497667,6.779109156195599,247.02098582650626,72.16291734579922,2
40.909498032426036,21.340278438255588,27.580235418788575,1.340814605642535,6.86794322115194,237.88082746255458,38.06083718684232,2
41.00427059120603,21.599679654891133,15.351991582072268,1.318502960002612,9.098340865848384,610.527440428383,82.18572120749174,3
48.254534577572265,18.70545453366841,15.17393968258228,0.9138234689554483,8.46725163706606,821.1072073529456,3.560841090816598,0
61.48538589793427,23.475148098327406,21.003165511287996,1.1480252501526522,9.388731872748163,569.9374006716829,11.171845143402685,3
55.916701118526944,27.515659242672474,17.52017992847713,0.5313024124952548,7.896286041340963,814.47342079905,66.47599990116075,0
47.47374841188251,32.58489353795459,21.50528419839384,1.1260760459122898,6.466854928365272,767.6938911386675,29.833608951735684,3
66.71117368334276,29.337766606797572,19.426082363209936,0.6268614951159475,6.810620119686572,253.09765005644454,95.1872356216473,2
38.36963163912251,25.401737497795775,15.713000620966206,1.2984745161049809,6.779343693167869,341.37023206998293,44.17000059713817,0
47.528678912113094,34.203041944700345,37.732603660151234,0.40046895973069185,6.805977310653006,660.3974684087398,43.50711721852852,0
51.9817105976215,30.227168409789144,15.205578284722288,1.227766407462333,8.191856692447264,510.4509677850291,68.1298715089022,0
57.364199053022155,33.81280844866335,33.40205360842714,0.4199242878823434,7.623231712361665,403.48986955284437,76.98928766831277,0
77.11055768358082,26.968995545626818,18.803697172987913,1.3574270842731708,7.041696712346577,493.04369923358536,48.080315074388515,0
41.98042692950158,22.401372671483372,37.80574054999,0.6650454217620044,6.096359074914867,511.639752389444,22.18608926946069,3
60.8540663048167,18.898053668200273,37.319898489747146,1.0852720377966896,5.588556651768584,837.3865755751176,77.55755562983654,3
65.54487413172255,30.34344247522546,31.347528659231433,0.8850027343443359,6.37533871035077,272.4207985934671,32.71477621248913,3
32.78702476319987,20.06215096609408,31.805853745015128,0.7395637743148067,5.929885615874725,395.8115227653305,18.335966160091903,3
66.45269111408629,23.14717718062344,15.133478549242213,1.0745301998201957,8.641780123408957,576.2953716078998,63.53237880257631,0
40.23144742123749,27.052005434026256,39.62178915284005,1.4370275766614855,5.9499918312555415,688.8008486414142,9.95491303204469,3
33.90309557911677,27.59508199225571,36.94581508939536,0.3495236968495462,8.396912949227344,641.4461022714706,97.16391483351944,1
86.93313223519999,28.20991434878131,37.3776556432523,1.402623427059725,7.042634759104331,859.1499164161761,63.60732917680156,0
87.93792198447356,20.82634061594491,31.481113426271797,1.030897986025216,5.7935135589751035,756.9262473736312,98.60365657125382,3
78.50384088698766,24.45553588196803,23.619673216363413,1.2687771609228626,8.750920197726343,589.9537893821011,34.550448924384966,0
48.27682615040224,28.492301860988434,37.341216227262024,0.7606499441211331,7.818522280946453,350.2778841714553,97.1493109578494,1
35.86032684038303,34.48692069877434,22.28792320377981,0.8662115698051365,6.443046051454292,515.6119619815679,15.410662525133734,3
71.05398159072942,30.369729340894708,29.06778858355507,1.3426209021613968,9.07872469733067,685.3675709361341,5.028782462355816,3
56.40914962437608,33.684263870597285,17.49327430859706,0.7978175637717877,5.681033255482205,786.5735223852595,4.265421985005654,3
37.32229409068673,30.957604991341007,38.04889075331876,0.941591480098902,6.307278432791051,871.8153570956712,47.022166689323484,3
59.71061460667621,28.059188471170806,18.519261444280332,0.3242339077011995,8.508187711223444,623.8169362965423,9.217415550380883,0
32.063311266913104,21.264397275317858,20.622420143260182,0.49031760700565075,8.337511721239556,568.8435571131026,51.70462053259257,0
84.55922412472692,29.333656082172723,28.953353953205372,1.0700238095697596,6.657086774897913,212.3843461848038,33.42254984738115,2
45.52679889600101,28.597452621318418,34.10232500532454,1.1603722812766526,5.748099501411133,250.46934840512597,34.227270254937444,3
69.75133706123893,28.24197589777353,30.483782648407473,0.9991211241413993,8.932312288899775,309.2734983461802,63.92529065797181,0
48.70266456536466,26.32635975580009,20.803347820003903,0.4719720435307328,6.75479055227961,238.33195183273966,17.146702609010397,2
61.20408127066865,26.987162267817688,15.023576063187258,0.8344865142934017,6.28285365971306,480.6042671634485,76.88878366363338,3
62.80261676059678,23.68552296100777,33.92876450768598,0.7261137196358278,7.564247289443909,435.8149815972105,58.62106105808484,0
41.091267331531625,26.828315774919155,39.630183147777345,0.8947936128421059,9.14090879712979,646.1479105078749,91.57951825590358,3
88.17507766587352,21.35845039653413,35.24782800765226,1.3443948414649132,5.674186311373502,574.9655755533819,37.11922472298482,3
76.50796940166687,31.687964755126405,26.50516545391538,1.231033726390382,8.56321635212355,617.1795315715018,98.28878421464543,1
86.36993649385136,21.15820822987803,37.594181534977665,0.40078740166699073,7.789892911754835,530.3840420563579,58.0069370246883,0
83.68964102565893,19.44442692812093,25.24619182795875,1.368371037329477,7.201796466207268,394.41600398798,97.36679366256584,1
65.8739987286651,25.416182448071673,28.12335210608669,0.8661205813797883,8.47632177642024,866.977720462534,3.6790047506644177,0
85.312454101387,29.191226471603052,26.92824418489208,1.192634573863198,9.36329769776653,260.48641183209725,73.06965591882641,3
35.30955012311517,25.441186023870202,26.190596816638124,0.4680470775172225,6.416824844650764,857.2236996257151,81.84553090498089,3
41.75897174514871,22.704820243172247,34.37976923234764,1.1048634308484577,6.074589460288479,417.8666328053142,6.264155380972269,3
32.71363733463228,27.48891012613749,28.1692226817373,0.5835912211313494,9.151526980890788,558.8630117571082,58.317996737608325,3
49.519819845795865,23.8990397020074,22.9179280506304,0.8260570765691178,8.175812309829215,276.1896259792823,80.39228706535539,2
53.320637381368925,33.858750732152764,21.453954191461957,0.3202354440985253,7.251944086247864,249.6517478597065,56.5428337970842,2
46.28094190643375,33.684967373260726,15.943682924185834,0.4819327655165712,7.793038281057132,500.681814103022,7.317545450141197,0
79.72425054911577,26.54032093952562,29.579879047076147,0.4104965917483437,8.482455620704975,719.1881634657747,69.65127684893284,0
51.40519960161536,23.574027898310394,20.749035385025856,0.5876930075259101,8.59212759482287,388.55534428398425,6.999094552657555,0
46.85607058124285,30.531251037262862,18.703348050409577,0.4200217080291867,9.179576723275858,593.6435222547241,81.92942060662742,3
62.56176498949491,18.624120039212134,31.345749095691943,1.1302920319434742,7.207371155582491,395.05523836597285,5.260384147362745,0
38.45545349848576,26.07107310274207,32.03023144553872,0.33484788265106324,6.6736436400775805,472.0291426251286,14.60234072002671,0
78.13181884524238,23.717497702595672,33.80387230644165,1.0412886007499975,8.058657067159368,834.5124229316773,28.23565146180358,0
34.47303862078625,33.64911004674343,27.589422408464785,0.46884939699068906,7.162911597118121,799.0877378464437,63.7031144338192,0
89.21321619603104,18.204051463635604,37.351365130097165,1.4341937486134764,7.878393815795912,561.212280392341,97.65955086349929,1
76.33468615779944,27.397852887211933,38.408568834955695,1.419712887731825,7.179943193823801,366.6739392304551,12.664462409373508,0
41.92294089205035,30.591280878132643,35.18427349481223,0.570603723025155,6.1119831467126975,335.228738913116,15.128059252177923,3
30.331327027416144,26.245305787908702,30.88983705020468,1.0373055578676353,7.377707006635834,867.861147125,37.51816927339705,0
78.92768570729005,19.451851512766268,22.59302383977972,0.3336063833669501,8.263671287764131,341.90161755748125,83.7856946377767,1
72.41144063085703,34.53184363047434,39.57362304050553,1.418146251661409,8.6971352306706,765.7178176387774,47.2558643223306,0
73.74043008245924,26.806177333393663,21.85340417979846,0.9275847698300517,7.473305107186187,458.2791466748761,32.83944942532634,0
